# 한국부동산원 R-ONE OpenAPI — 임대동향 층별임대료 및 층별효용비율 (중대형상가)
# STATBL_ID=T241873134863890, WRTTIME_IDTFR_ID=202503, 단위: 임대료=천원/㎡, 효용비율=%
# 다운로드: 2026-04-25T05:55:36.086Z
분기,시도_상권,층,임대료_천원_m2,효용비율_pct
2025년 3분기,서울>도심>남대문,지하1층,18.8953899205744,21.6332650463211
2025년 3분기,서울>도심>남대문,1층,87.3441428287203,100
2025년 3분기,서울>도심>남대문,2층,27.502020031193,31.4869653997565
2025년 3분기,서울>도심>남대문,3층,19.3226769575204,22.1224644626849
2025년 3분기,서울>도심>남대문,4층,18.5103088771157,21.1923871225274
2025년 3분기,서울>도심>남대문,5층,15.5494636798847,17.8025259351125
2025년 3분기,서울>도심>남대문,6층이상,16.8920012154648,19.3395924081476
2025년 3분기,서울>도심>동대문,지하1층,12.7479079177268,25.6973723264069
2025년 3분기,서울>도심>동대문,1층,49.6078266517035,100
2025년 3분기,서울>도심>동대문,2층,19.2886674812341,38.8823070534007
2025년 3분기,서울>도심>동대문,3층,14.9077775788797,30.0512612325211
2025년 3분기,서울>도심>동대문,4층,13.9973280334033,28.215967072451
2025년 3분기,서울>도심>동대문,5층,14.0125639049113,28.2466797090174
2025년 3분기,서울>도심>동대문,6층이상,20.2302100161551,40.7802788019547
2025년 3분기,서울>도심>명동,지하1층,29.7188901891945,14.3855939097875
2025년 3분기,서울>도심>명동,1층,206.587857099001,100
2025년 3분기,서울>도심>명동,2층,75.7751504440617,36.679382567848
2025년 3분기,서울>도심>명동,3층,58.1244603114177,28.1354679445478
2025년 3분기,서울>도심>명동,4층,52.9295971931352,25.6208655902608
2025년 3분기,서울>도심>명동,5층,40.1349732817394,19.4275568009334
2025년 3분기,서울>도심>명동,6층이상,37.2991318803103,18.054852015061
2025년 3분기,서울>도심>방산시장,지하1층,9.48868156505388,18.7157575203202
2025년 3분기,서울>도심>방산시장,1층,50.6988913205984,100
2025년 3분기,서울>도심>방산시장,2층,20.3229585006693,40.0856073403174
2025년 3분기,서울>도심>방산시장,3층,17.9048151203115,35.3159894702411
2025년 3분기,서울>도심>방산시장,4층,16.0988144126586,31.7537800005458
2025년 3분기,서울>도심>방산시장,5층,13.8343764364768,27.2873352377551
2025년 3분기,서울>도심>방산시장,6층이상,,
2025년 3분기,서울>도심>북촌,지하1층,16.8998158498369,27.5939313914349
2025년 3분기,서울>도심>북촌,1층,61.2446831518996,100
2025년 3분기,서울>도심>북촌,2층,25.8080989402793,42.1393296725363
2025년 3분기,서울>도심>북촌,3층,22.8119399811682,37.2472169128376
2025년 3분기,서울>도심>북촌,4층,25.0379362670713,40.8818120668075
2025년 3분기,서울>도심>북촌,5층,24.4184968955611,39.8703946838914
2025년 3분기,서울>도심>북촌,6층이상,,
2025년 3분기,서울>도심>서촌,지하1층,15.505410398522,29.1425437360339
2025년 3분기,서울>도심>서촌,1층,53.2054117820541,100
2025년 3분기,서울>도심>서촌,2층,26.7183442372636,50.2173432031881
2025년 3분기,서울>도심>서촌,3층,21.8274993733051,41.0249608869062
2025년 3분기,서울>도심>서촌,4층,19.8336791596421,37.277559735628
2025년 3분기,서울>도심>서촌,5층,,
2025년 3분기,서울>도심>서촌,6층이상,,
2025년 3분기,서울>도심>시청,지하1층,20.2576946884932,30.2970507792951
2025년 3분기,서울>도심>시청,1층,66.8635862812668,100
2025년 3분기,서울>도심>시청,2층,34.1490577716333,51.0727283277667
2025년 3분기,서울>도심>시청,3층,20.6338079648282,30.8595591597951
2025년 3분기,서울>도심>시청,4층,18.4192478528068,27.5475021266804
2025년 3분기,서울>도심>시청,5층,16.8409294012511,25.1869968960511
2025년 3분기,서울>도심>시청,6층이상,14.311585949246,21.4041554532286
2025년 3분기,서울>도심>을지로,지하1층,10.7555691648167,16.5697660147269
2025년 3분기,서울>도심>을지로,1층,64.9108089713354,100
2025년 3분기,서울>도심>을지로,2층,33.0416531253385,50.9031602732447
2025년 3분기,서울>도심>을지로,3층,20.4780907527578,31.5480442737986
2025년 3분기,서울>도심>을지로,4층,,
2025년 3분기,서울>도심>을지로,5층,,
2025년 3분기,서울>도심>을지로,6층이상,,
2025년 3분기,서울>도심>종로,지하1층,16.5145546122011,20.7407311493274
2025년 3분기,서울>도심>종로,1층,79.623782273156,100
2025년 3분기,서울>도심>종로,2층,31.6476819532366,39.7465192555996
2025년 3분기,서울>도심>종로,3층,21.0239428197316,26.4040996540547
2025년 3분기,서울>도심>종로,4층,18.3782566042091,23.0813659933423
2025년 3분기,서울>도심>종로,5층,17.4368712428598,21.899074303003
2025년 3분기,서울>도심>종로,6층이상,18.4686721760355,23.194919468504
2025년 3분기,서울>도심>충무로,지하1층,9.16684502152148,18.9153943876644
2025년 3분기,서울>도심>충무로,1층,48.4623520591228,100
2025년 3분기,서울>도심>충무로,2층,21.0235512111284,43.3812027643236
2025년 3분기,서울>도심>충무로,3층,17.5213802187789,36.1546220402248
2025년 3분기,서울>도심>충무로,4층,15.2371418114491,31.4411933470753
2025년 3분기,서울>도심>충무로,5층,12.4738451633671,25.7392483719102
2025년 3분기,서울>도심>충무로,6층이상,,
2025년 3분기,서울>도심,지하1층,16.1792897193186,18.6476379976356
2025년 3분기,서울>도심,1층,86.7632121632244,100
2025년 3분기,서울>도심,2층,34.4745250756537,39.7340349857012
2025년 3분기,서울>도심,3층,25.4159735134899,29.29349073162
2025년 3분기,서울>도심,4층,24.1880628721487,27.8782473228914
2025년 3분기,서울>도심,5층,22.1473188622226,25.5261628863598
2025년 3분기,서울>도심,6층이상,23.6814574396798,27.2943530434636
2025년 3분기,서울>영등포신촌>공덕역,지하1층,13.385162827903,33.5621574844342
2025년 3분기,서울>영등포신촌>공덕역,1층,39.8817115202171,100
2025년 3분기,서울>영등포신촌>공덕역,2층,20.9043776739524,52.4159492587357
2025년 3분기,서울>영등포신촌>공덕역,3층,15.2525575806578,38.2444910192129
2025년 3분기,서울>영등포신촌>공덕역,4층,15.7883347414807,39.5879066861942
2025년 3분기,서울>영등포신촌>공덕역,5층,17.9716533635774,45.0623924564196
2025년 3분기,서울>영등포신촌>공덕역,6층이상,15.4283394234673,38.6852490411458
2025년 3분기,서울>영등포신촌>당산역,지하1층,7.40116055795304,23.0079507536821
2025년 3분기,서울>영등포신촌>당산역,1층,32.167839010037,100
2025년 3분기,서울>영등포신촌>당산역,2층,17.0134408337356,52.8895982985585
2025년 3분기,서울>영등포신촌>당산역,3층,11.3776056863514,35.3695058060984
2025년 3분기,서울>영등포신촌>당산역,4층,10.4523868062475,32.4932825079924
2025년 3분기,서울>영등포신촌>당산역,5층,11.7011183397635,36.3752079712675
2025년 3분기,서울>영등포신촌>당산역,6층이상,11.4865289697884,35.7081150717163
2025년 3분기,서울>영등포신촌>동교/연남,지하1층,24.4958520510214,52.2803337214496
2025년 3분기,서울>영등포신촌>동교/연남,1층,46.8548119480945,100
2025년 3분기,서울>영등포신촌>동교/연남,2층,29.7206309933733,63.4313312927126
2025년 3분기,서울>영등포신촌>동교/연남,3층,22.847286914288,48.7618794406818
2025년 3분기,서울>영등포신촌>동교/연남,4층,21.7421517454422,46.4032419328201
2025년 3분기,서울>영등포신촌>동교/연남,5층,15.4178875401144,32.9056651794788
2025년 3분기,서울>영등포신촌>동교/연남,6층이상,,
2025년 3분기,서울>영등포신촌>망원역,지하1층,11.1054843323827,31.8366740198369
2025년 3분기,서울>영등포신촌>망원역,1층,34.882677522982,100
2025년 3분기,서울>영등포신촌>망원역,2층,20.331182849544,58.2844675158583
2025년 3분기,서울>영등포신촌>망원역,3층,18.5151325183715,53.0783008448048
2025년 3분기,서울>영등포신촌>망원역,4층,17.0343468976511,48.8332550918094
2025년 3분기,서울>영등포신촌>망원역,5층,14.7208497089355,42.2010314409978
2025년 3분기,서울>영등포신촌>망원역,6층이상,13.6842846331204,39.2294560075116
2025년 3분기,서울>영등포신촌>신촌/이대,지하1층,14.611056934492,25.2099523350573
2025년 3분기,서울>영등포신촌>신촌/이대,1층,57.95749527925,100
2025년 3분기,서울>영등포신촌>신촌/이대,2층,26.0716527054618,44.9840914964384
2025년 3분기,서울>영등포신촌>신촌/이대,3층,18.7225498753906,32.3039320198049
2025년 3분기,서울>영등포신촌>신촌/이대,4층,16.4610662293382,28.4019627660334
2025년 3분기,서울>영등포신촌>신촌/이대,5층,15.0897634027137,26.0359136122229
2025년 3분기,서울>영등포신촌>신촌/이대,6층이상,16.6738600980362,28.7691178124562
2025년 3분기,서울>영등포신촌>영등포역,지하1층,12.3849313406171,28.5935345267228
2025년 3분기,서울>영등포신촌>영등포역,1층,43.3137474803698,100
2025년 3분기,서울>영등포신촌>영등포역,2층,18.8529553317072,43.5264931538225
2025년 3분기,서울>영등포신촌>영등포역,3층,13.4993577152571,31.1664506087245
2025년 3분기,서울>영등포신촌>영등포역,4층,10.9115129537064,25.1918007294373
2025년 3분기,서울>영등포신촌>영등포역,5층,12.1597234137986,28.073588920722
2025년 3분기,서울>영등포신촌>영등포역,6층이상,14.7907250211296,34.1478765554352
2025년 3분기,서울>영등포신촌>홍대/합정,지하1층,26.0325937721527,38.0064876081309
2025년 3분기,서울>영등포신촌>홍대/합정,1층,68.495131780037,100
2025년 3분기,서울>영등포신촌>홍대/합정,2층,31.4847195187666,45.9663609669014
2025년 3분기,서울>영등포신촌>홍대/합정,3층,26.7433752248325,39.0441985143051
2025년 3분기,서울>영등포신촌>홍대/합정,4층,22.4993690080807,32.8481286529011
2025년 3분기,서울>영등포신촌>홍대/합정,5층,19.5255191150786,28.5064333882621
2025년 3분기,서울>영등포신촌>홍대/합정,6층이상,21.8262744664381,31.8654390454059
2025년 3분기,서울>영등포신촌,지하1층,16.6118065562493,34.4219339469619
2025년 3분기,서울>영등포신촌,1층,48.2593644559458,100
2025년 3분기,서울>영등포신촌,2층,23.9868387643546,49.7040088172965
2025년 3분기,서울>영등포신촌,3층,18.4741715727286,38.281008838384
2025년 3분기,서울>영등포신촌,4층,16.2895257654547,33.7541240940394
2025년 3분기,서울>영등포신촌,5층,15.0770125441163,31.2416309540908
2025년 3분기,서울>영등포신촌,6층이상,15.9220348769633,32.9926327386634
2025년 3분기,서울,지하1층,15.4992595595256,27.8350035865768
2025년 3분기,서울,1층,55.6826210254197,100
2025년 3분기,서울,2층,24.935690347719,44.7818186150678
2025년 3분기,서울,3층,19.6557361811198,35.2995886672553
2025년 3분기,서울,4층,18.3168114738385,32.8950238629691
2025년 3분기,서울,5층,18.4999512148418,33.2239231454217
2025년 3분기,서울,6층이상,18.7431034912261,33.6605984884757
